id,member_id,genre_kor,nickname,title,description,cover_url,status,total_heart_count,total_view_count,favor_count,created_at,updated_at,deleted_at,score
1455,99b7f781-513d-4431-aff9-2e3eb2554ded,"코미디,패러디",1454번째 사람,Blue Seed Omake,Blue Seed Omake에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/7/6211.webp?s=f3a50d8d5102e9b04d8c917c3f410f13,ACTIVE,14,1952,141414,2023-06-27 00:33:14.962273,,,7.09
1456,02293164-669d-41ff-8d21-828b38f697e6,"액션,모험,메카,SF,우주",1455번째 사람,Cobra The Animation: The Psycho-Gun,Cobra The Animation: The Psycho-Gun에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/1592/96818.webp?s=97418b92055bd6aca34c229af936d94a,ACTIVE,4,2843,444,2023-06-27 00:33:14.962273,,,7.09
1457,009044ea-347f-4051-8813-a1b130f07f1c,"액션,모험,SF,우주",1456번째 사람,Cobra The Animation: Time Drive,Cobra The Animation: Time Drive에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/11/14093.webp?s=e6da903244efb309440b307cf75fbf4e,ACTIVE,2,2155,222,2023-06-27 00:33:14.962273,,,7.09
1458,53cbe1f0-3526-4304-b285-b8c2dc420eb8,"코미디,매직,초자연적",1457번째 사람,Dai Mahou Touge,Dai Mahou Touge에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/1349/103321.webp?s=fc37c73339e66f6bb368eaacf215e2d3,ACTIVE,4,19555,444,2023-06-27 00:33:14.962273,,,7.09
1459,b5c8e064-c46b-4e9b-8971-bdf386cda533,"코미디,어린이,일상",1458번째 사람,Domo-kun,Domo-kun에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/3/18406.webp?s=2bfb9b40c2a1a1da50a85205bb8099f7,ACTIVE,0,1167,0,2023-06-27 00:33:14.962273,,,7.09
1460,9265bd10-8d1d-4789-bb40-6340c7df8fc4,"액션,메카,로맨스,SF,우주",1459번째 사람,Dragonaut: The Resonance Special,Dragonaut: The Resonance Special에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/1417/117422.webp?s=fc752f0b2accda51f27b73e8ae101b18,ACTIVE,1,6311,111,2023-06-27 00:33:14.962273,,,7.09
1461,146ea3ca-c6a2-49f7-9fc2-8b73126c85f6,"역사,어린이,초자연적",1460번째 사람,Furusato Saisei: Nihon no Mukashibanashi,Furusato Saisei: Nihon no Mukashibanashi에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/2/11746.webp?s=e65e9890489897309d339758a11c80f8,ACTIVE,0,6820,0,2023-06-27 00:33:14.962273,,,7.09
1462,4da5f906-175d-4fde-80b2-c7d5830a8971,"코미디,SF",1461번째 사람,Galaxy Angel S,Galaxy Angel S에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/12/34441.webp?s=a7cf23329cebf6710e6dac20a33e2d2d,ACTIVE,1,1205,111,2023-06-27 00:33:14.962273,,,7.09
1463,7382738e-ca6a-42fa-9138-1e7a74b1bfd9,"액션,모험,드라마,SF,우주",1462번째 사람,Ginga Tetsudou Monogatari: Eien e no Bunkiten,Ginga Tetsudou Monogatari: Eien e no Bunkiten에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/3/77281.webp?s=85e341c8ef0bf7e2f65ac5ef0eeea7e7,ACTIVE,24,2072,242424,2023-06-27 00:33:14.962273,,,7.09
1464,dd44a540-2f13-4535-a1e8-1d68ffe9ca9e,모험,1463번째 사람,Hoshi no Oujisama Petit Prince,Hoshi no Oujisama Petit Prince에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/2/36539.webp?s=868fb937ece08793340a3007cdc6c3c3,ACTIVE,39,736,393939,2023-06-27 00:33:14.962273,,,7.09
1465,32af98af-e61a-4b05-8ff3-c0afde19c26e,"액션,드라마,메카,음악,SF",1464번째 사람,Key the Metal Idol,Key the Metal Idol에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/1793/115026.webp?s=46c68af5f6f64c1ccbd6bf0998f72c48,ACTIVE,15,7949,151515,2023-06-27 00:33:14.962273,,,7.09
1466,4b2f50f3-d0ef-490f-a191-ac71519cd6e9,로맨스,1465번째 사람,Koitabi: True Tours Nanto,Koitabi: True Tours Nanto에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/10/50321.webp?s=d55de70f42ef4ef329ad1511e3c7d0c6,ACTIVE,6,7452,666,2023-06-27 00:33:14.962273,,,7.09
1467,9e924ba4-5aff-46e3-94ad-0cb7bb2866e0,"액션,메카,SF",1466번째 사람,Kurogane no Linebarrels,Kurogane no Linebarrels에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/2/50375.webp?s=d7521df472a717cb58cc40b0d202af16,ACTIVE,24,30225,242424,2023-06-27 00:33:14.962273,,,7.09
1468,57029c57-9c60-4c1d-b2ec-dac0227c82f2,"미스터리,일상,초자연적",1467번째 사람,Mokke Specials,Mokke Specials에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/2/7761.webp?s=b18ff0d09fa82669a586d2e929e44ba4,ACTIVE,2,1331,222,2023-06-27 00:33:14.962273,,,7.09
1469,8b498f67-e133-466c-9469-d52f180c9268,"액션,코미디,호러,미스터리,뱀파이어",1468번째 사람,Night Walker: Mayonaka no Tantei,Night Walker: Mayonaka no Tantei에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/12/31985.webp?s=6da3a0440e1399d54ba2a1d549bd0581,ACTIVE,12,11143,121212,2023-06-27 00:33:14.962273,,,7.09
1470,fe429fa1-245a-406f-b990-22ff709ac81e,판타지,1469번째 사람,Ookami to Koushinryou II Specials,Ookami to Koushinryou II Specials에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/5/59401.webp?s=6d0a4d4fe52e8e02c0ca2e030c8b2224,ACTIVE,2,34903,222,2023-06-27 00:33:14.962273,,,7.09
1471,d64749c9-8e19-45eb-b568-e821926f007f,"모험,코미디,판타지",1470번째 사람,Otogi Juushi Akazukin,Otogi Juushi Akazukin에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/7/50145.webp?s=132b467a95947950e220301dd20d550c,ACTIVE,39,3847,393939,2023-06-27 00:33:14.962273,,,7.09
1472,2d5d2562-c97d-41af-87da-3696d1e55ecb,판타지,1471번째 사람,Sekai Meisaku Douwa: Hakuchou no Ouji,Sekai Meisaku Douwa: Hakuchou no Ouji에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/10/78477.webp?s=ba5ff370424c9302cc76d55c8e2c9ea3,ACTIVE,1,809,111,2023-06-27 00:33:14.962273,,,7.09
1473,76dbbcaa-3337-4027-bce9-10263d759326,"모험,코미디,SF,우주",1472번째 사람,Sora wo Kakeru Shoujo,Sora wo Kakeru Shoujo에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/6/74071.webp?s=e81af14dbcf86be9764cc6a1565ea747,ACTIVE,26,17574,262626,2023-06-27 00:33:14.962273,,,7.09
1474,7f4ef8c2-89dc-43fd-b659-a11c8177aba9,"드라마,매직",1473번째 사람,Uta Kata Special,Uta Kata Special에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/1556/111623.webp?s=2ec380254adbd0d9790088f6afb787a1,ACTIVE,1,4385,111,2023-06-27 00:33:14.962273,,,7.09
1475,687b35e2-d312-4af4-979a-a0ba139d8e47,"코미디,어린이,초자연적",1474번째 사람,Youkai Watch Movie 2: Enma Daiou to Itsutsu no Monogatari da Nyan!,Youkai Watch Movie 2: Enma Daiou to Itsutsu no Monogatari da Nyan!에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/8/76717.webp?s=af8defd21d4bc28b541300abffb2943b,ACTIVE,1,560,111,2023-06-27 00:33:14.962273,,,7.1
1476,685efcb2-b9fe-483e-a598-4b0e66c30e48,"드라마,역사",1475번째 사람,Anne no Nikki,Anne no Nikki에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/12/46771.webp?s=af1960d4841db02b7c4a916bceb9788a,ACTIVE,1,3159,111,2023-06-27 00:33:14.962273,,,7.08
1477,18c78f9b-cd2e-4ab1-8e41-bf9751b8c8a2,"드라마,판타지,어린이,음악",1476번째 사람,Cello Hiki no Gauche (1982),Cello Hiki no Gauche (1982)에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/9/36627.webp?s=54f6b397618bbe3359268ed51613957e,ACTIVE,1,6524,111,2023-06-27 00:33:14.962273,,,7.08
1478,85c7fe31-a90f-4394-8c70-579fc85cbe50,"메카,SF",1477번째 사람,Eureka Seven: Navigation ray=out,Eureka Seven: Navigation ray=out에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/12/34443.webp?s=2dd199c0a5e2e5017c6393d9ef6bf0c5,ACTIVE,1,8630,111,2023-06-27 00:33:14.962273,,,7.08
1479,399344bc-fa52-45a6-a082-ee90dd9abc93,"호러,미스터리,초자연적",1478번째 사람,Gakkou no Kaidan: Kubinashi Rider!! Shi no Noroi,Gakkou no Kaidan: Kubinashi Rider!! Shi no Noroi에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/2/74184.webp?s=e798757d93e74e9bf80a25cbb502fbd2,ACTIVE,1,2601,111,2023-06-27 00:33:14.962273,,,7.08
1480,4f9bcc49-bd6f-4acf-a821-d3d7857831b6,"로맨스,일상",1479번째 사람,Hai! Akko Desu,Hai! Akko Desu에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/qm_50.gif?s=d4a014bf57649e73109c9fadc7c9c180,ACTIVE,164,296,164164164,2023-06-27 00:33:14.962273,,,7.08
1481,9e15f40d-ada8-48b3-b570-8eedf614416c,"액션,모험,역사",1480번째 사람,Hashire Melos!,Hashire Melos!에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/1040/122786.webp?s=b055701ccdca6d4205b08112b681c306,ACTIVE,1,1932,111,2023-06-27 00:33:14.962273,,,7.08
1482,8040a13c-9f31-44d4-a903-deae5a50850e,"액션,드라마,역사,호러,로맨스,SF,뱀파이어",1481번째 사람,Kurozuka,Kurozuka에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/4/21844.webp?s=a3ae9703a160c9405c1db1566448c190,ACTIVE,12,52145,121212,2023-06-27 00:33:14.962273,,,7.08
1483,93604efb-1703-448d-99b4-c0eda3e29bdb,"드라마,판타지,호러,미스터리",1482번째 사람,Mermaid&#039;s Scar,Mermaid&#039;s Scar에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/13/58383.webp?s=33295198fdae77e5f80148c0b84e0b31,ACTIVE,1,3552,111,2023-06-27 00:33:14.962273,,,7.08
1484,fbd77286-8d5c-4998-94d5-c8ee90d1a24a,"드라마,심리,스릴러",1483번째 사람,Saibi,Saibi에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/1056/112684.webp?s=5dd31ad945e6d1677a2434f6abf95456,ACTIVE,1,1747,111,2023-06-27 00:33:14.962273,,,7.08
1485,50f66dc3-f52d-47d7-a069-6cb46fd8d7fa,"판타지,어린이",1484번째 사람,Sekai Meisaku Douwa: Mori wa Ikiteiru,Sekai Meisaku Douwa: Mori wa Ikiteiru에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/1263/131904.webp?s=04eafeb7b957be89c46902b6004c1fb9,ACTIVE,1,926,111,2023-06-27 00:33:14.962273,,,7.08
1486,05de5448-6240-4270-9426-ba96c3836266,"음악,학교,일상",1485번째 사람,Starmyu,Starmyu에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/13/84655.webp?s=da24307a8587b0355de8c31ac8ba18de,ACTIVE,12,21032,121212,2023-06-27 00:33:14.962273,,,7.08
1487,0af9d0ef-839a-4327-82be-eb67fa98b96c,"음악,학교,일상",1486번째 사람,Starmyu OVA,Starmyu OVA에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/8/80195.webp?s=af9bda60fff7e765f3466e3e178ed823,ACTIVE,2,2447,222,2023-06-27 00:33:14.962273,,,7.08
1488,e41d4876-319d-48f8-a4e8-6c821a25673c,"코미디,군대,SF",1487번째 사람,Stratos 4 Advance Kanketsu-hen,Stratos 4 Advance Kanketsu-hen에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/13/59213.webp?s=16b20cb1c9865fa03d1bd5470324a8d0,ACTIVE,2,1876,222,2023-06-27 00:33:14.962273,,,7.08
1489,e44c2ba0-042f-44b1-bb8a-e51c56d28829,"코미디,무술,로맨스",1488번째 사람,Sumomomo Momomo: Chijou Saikyou no Yome,Sumomomo Momomo: Chijou Saikyou no Yome에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/8/2357.webp?s=b5b659998fb76cf75e3b4d435e6814b5,ACTIVE,22,31385,222222,2023-06-27 00:33:14.962273,,,7.08
1490,abbd6fdd-1d73-4dd8-a608-af7a2563c582,"드라마,로맨스,스포츠",1489번째 사람,Touch: Sebangou no Nai Ace,Touch: Sebangou no Nai Ace에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/4/21457.webp?s=56ed2c68a42ad88946f01d1ed10c97fb,ACTIVE,1,1109,111,2023-06-27 00:33:14.962273,,,7.08
1491,877a5198-4cee-4d28-83a7-1353b56e3c5f,"액션,모험,코미디,드라마,로맨스,SF",1490번째 사람,Urusei Yatsura Movie 6: Itsudatte My Darling,Urusei Yatsura Movie 6: Itsudatte My Darling에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/5/88665.webp?s=daa3b17fb976f38c16180231085da7f0,ACTIVE,1,2553,111,2023-06-27 00:33:14.962273,,,7.08
1492,60170110-f043-45be-80b7-8089d7a8cea7,"액션,드라마,학교,일상",1491번째 사람,Black★Rock Shooter (TV),Black★Rock Shooter (TV)에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/5/53909.webp?s=64825f99aa40ae9233657a11d8522758,ACTIVE,8,198991,888,2023-06-27 00:33:14.962273,,,7.07
1493,bef960ef-a97a-4fed-8d47-3d8766dcd275,"액션,SF",1492번째 사람,Blassreiter,Blassreiter에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/1154/133811.webp?s=bd87d82535e9ba48f0304af7fb09b5e1,ACTIVE,24,55444,242424,2023-06-27 00:33:14.962273,,,7.07
1494,bfb31354-b963-4abb-bece-2eac08873377,"액션,메카,SF",1493번째 사람,Buddy Complex: Daremo Shiranai Ashita e,Buddy Complex: Daremo Shiranai Ashita e에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/4/75763.webp?s=db78ef49ad96bfe6a9603c48e86d5eb5,ACTIVE,1,987,111,2023-06-27 00:33:14.962273,,,7.07
1495,bd415021-3529-4a74-a8f4-b8f82f39d1ee,"코미디,패러디",1494번째 사람,Carnival Phantasm: Illya-jou,Carnival Phantasm: Illya-jou에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/1018/92921.webp?s=e77af1506645196330bf92dbf2269d4a,ACTIVE,1,19277,111,2023-06-27 00:33:14.962273,,,7.07
1496,8b14d299-f492-444d-bb3f-ebbb005f36a1,"코미디,판타지,호러",1495번째 사람,Gegege no Kitarou (2007),Gegege no Kitarou (2007)에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/1273/93610.webp?s=b4731b105936b72c22029c8126ecc200,ACTIVE,100,1656,100100100,2023-06-27 00:33:14.962273,,,7.07
1497,ec8aa7c3-64d3-4bd9-a4c5-5038c0d1edaa,"코미디,메카,SF",1496번째 사람,Ghost in the Shell: Stand Alone Complex - Solid State Society 3D - Tachikoma no Hibi,Ghost in the Shell: Stand Alone Complex - Solid State Society 3D - Tachikoma no Hibi에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/4/29816.webp?s=7781cf9ab89e329b815efc7279ebf402,ACTIVE,3,3121,333,2023-06-27 00:33:14.962273,,,7.07
1498,89700516-ddec-43c1-9978-ef9333eaf490,"액션,스포츠",1497번째 사람,Goal FH: Field Hunter,Goal FH: Field Hunter에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/8/61767.webp?s=b2d8390530ba1e1f1693e727fe12097b,ACTIVE,39,737,393939,2023-06-27 00:33:14.962273,,,7.07
1499,24099ee2-00a3-4bd5-8228-b58e6756f8a7,"액션,메카,SF",1498번째 사람,Gundam Build Fighters Try: Island Wars,Gundam Build Fighters Try: Island Wars에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/13/80901.webp?s=bc7fe04efd81f34f95622b0f6c92fbab,ACTIVE,1,3569,111,2023-06-27 00:33:14.962273,,,7.07
1500,8165819d-0f3d-473e-aa31-9f4ced0e783a,"모험,드라마,일상",1499번째 사람,Ie Naki Ko Remi Specials (2001),Ie Naki Ko Remi Specials (2001)에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/1556/111623.webp?s=2ec380254adbd0d9790088f6afb787a1,ACTIVE,2,313,222,2023-06-27 00:33:14.962273,,,7.07
1501,b68b5b0b-dac6-41cc-9a33-4ee7c8f672b2,"로맨스,학교",1500번째 사람,Kimikiss Pure Rouge Special,Kimikiss Pure Rouge Special에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/3/19934.webp?s=3eb1a45cac8f6f00e2a5d27963556354,ACTIVE,1,9144,111,2023-06-27 00:33:14.962273,,,7.07
1502,5e2f21f9-c0f7-4a04-8f47-58e4d51804b6,"드라마,판타지,일상",1501번째 사람,Miyori no Mori,Miyori no Mori에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/3/22725.webp?s=49d83f2d9e2bb3ca775ea1613178f386,ACTIVE,1,6273,111,2023-06-27 00:33:14.962273,,,7.07
1503,d4cb98f6-e77d-48f7-af9c-afa4dec348dc,"액션,코미디,판타지,매직",1502번째 사람,Overlord: Ple Ple Pleiades,Overlord: Ple Ple Pleiades에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/1849/100694.webp?s=55498ec4e04268ead94f47a736557d05,ACTIVE,8,25625,888,2023-06-27 00:33:14.962273,,,7.07
1504,68ec1623-fb5b-4775-8f12-3d3e55ff08cb,역사,1503번째 사람,Saikyou Bushouden: Sangoku Engi,Saikyou Bushouden: Sangoku Engi에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/1156/126909.webp?s=8a67c735bfb3389547b1021f3404878f,ACTIVE,52,1363,525252,2023-06-27 00:33:14.962273,,,7.07
1505,026efdfd-e552-4adf-b6c7-38b549c5041c,"판타지,일상",1504번째 사람,Shin Maple Town Monogatari: Palm Town-hen,Shin Maple Town Monogatari: Palm Town-hen에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/11/56391.webp?s=579226131fe4efe597be4a0e008192e3,ACTIVE,44,589,444444,2023-06-27 00:33:14.962273,,,7.07
1506,cf6aba74-8bcf-4cc3-8ffb-8076ad45ab2c,액션,1505번째 사람,Shinzou Ningen Casshern,Shinzou Ningen Casshern에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/7/60395.webp?s=c84396a534b7c846e47134de7a7e1094,ACTIVE,35,2822,353535,2023-06-27 00:33:14.962273,,,7.07
1507,3dd59121-57aa-480f-bdae-f4e99acd8520,"모험,스포츠",1506번째 사람,Super Fishing Grander Musashi,Super Fishing Grander Musashi에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/5/21184.webp?s=dcdfd8c8f342946f59eec29ecbb12d98,ACTIVE,25,1920,252525,2023-06-27 00:33:14.962273,,,7.07
1508,72a66b6e-0b1b-46c8-a487-6d5394b7cf3f,"모험,악마,판타지,역사",1507번째 사람,Tatsu no Ko Tarou,Tatsu no Ko Tarou에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/1874/112893.webp?s=f2c759b2cac54db1769e2d35c60174cb,ACTIVE,1,1850,111,2023-06-27 00:33:14.962273,,,7.07
1509,7683cf11-a5ae-40a2-af16-7bf8f6c8158f,"액션,코미디,SF",1508번째 사람,Tokumu Sentai Shinesman,Tokumu Sentai Shinesman에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/13/3952.webp?s=b54661b16202e32231c80e81a827574f,ACTIVE,2,1588,222,2023-06-27 00:33:14.962273,,,7.07
1510,db03e63a-f44c-42b3-aefe-5bb40eedddce,"판타지,매직",1509번째 사람,Touhou Niji Sousaku Doujin Anime: Musou Kakyou,Touhou Niji Sousaku Doujin Anime: Musou Kakyou에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/3/27302.webp?s=b1040d317660c178be370c6c6a371322,ACTIVE,2,18305,222,2023-06-27 00:33:14.962273,,,7.07
1511,7bb2a977-22ec-46a3-9ef3-6752fdb9c83d,"코미디,판타지,학교",1510번째 사람,&quot;Bungaku Shoujo&quot; Kyou no Oyatsu: Hatsukoi,&quot;Bungaku Shoujo&quot; Kyou no Oyatsu: Hatsukoi에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/7/15520.webp?s=ee09f5ef658563fe79c2502f37310a2c,ACTIVE,1,14351,111,2023-06-27 00:33:14.962273,,,7.06
1512,0e206287-90c5-4924-a546-c7109af4dd43,"모험,드라마,판타지,게임,SF",1511번째 사람,.hack//Roots,.hack//Roots에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/3/13050.webp?s=7a73a72e213df39c4553fef34b83c3fd,ACTIVE,26,50480,262626,2023-06-27 00:33:14.962273,,,7.06
1513,bc191683-db3b-4c92-a133-894c79b976ca,"액션,악마,초자연적",1512번째 사람,Devil Survivor 2 The Animation,Devil Survivor 2 The Animation에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/11/47191.webp?s=dcc5adeb58122b90685b1e6e0d8838b6,ACTIVE,13,101266,131313,2023-06-27 00:33:14.962273,,,7.06
1514,8a6e3f36-ed97-4308-b33d-5bd26ab90108,"코미디,메카,경찰,SF",1513번째 사람,Dominion,Dominion에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/1450/110634.webp?s=1c6c68450381100b18470cc4b953d9ff,ACTIVE,4,7850,444,2023-06-27 00:33:14.962273,,,7.06
1515,315971ca-d3b9-42b3-a69f-4b8c9253b4b2,"모험,판타지,SF",1514번째 사람,Fractale,Fractale에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/2/28197.webp?s=28d2da382b0a4d1017bec8224a9355de,ACTIVE,11,55100,111111,2023-06-27 00:33:14.962273,,,7.06
1516,53e37746-0453-4cd4-bb9d-76300221f1f4,코미디,1515번째 사람,gdgd Fairies,gdgd Fairies에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/8/34963.webp?s=e51a3e294b5902ef96b829cecdb61c19,ACTIVE,12,2284,121212,2023-06-27 00:33:14.962273,,,7.06
1517,c3d9fb63-58e3-43d9-a6aa-260f2eb930c6,"모험,코미디,판타지,호러,초자연적",1516번째 사람,Gegege no Kitarou (1968),Gegege no Kitarou (1968)에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/1273/93610.webp?s=b4731b105936b72c22029c8126ecc200,ACTIVE,65,1276,656565,2023-06-27 00:33:14.962273,,,7.06
1518,ed30cb29-d71f-4ce8-b941-ab7f17748193,"코미디,학교,일상",1517번째 사람,Gokujou Seitokai,Gokujou Seitokai에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/7/18714.webp?s=bef190160464b384696164cd9fe30dd3,ACTIVE,26,12234,262626,2023-06-27 00:33:14.962273,,,7.06
1519,e8f7cdcc-2586-43c4-8b1d-c54f9e0c88aa,"액션,코미디,경찰,로맨스,SF",1518번째 사람,Hyper Police,Hyper Police에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/1401/119360.webp?s=a4f19369feb1fd3f234ffc098a6e6e26,ACTIVE,25,4973,252525,2023-06-27 00:33:14.962273,,,7.06
1520,c5d67cd1-43c5-4257-945b-a6c7bcc9f13d,코미디,1519번째 사람,Mai-HiME Specials,Mai-HiME Specials에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/11/3569.webp?s=bd12839b8082108f7b95eaf2c24bee35,ACTIVE,27,9210,272727,2023-06-27 00:33:14.962273,,,7.06
1521,ed53dea6-009e-4f64-8164-6a868034223e,"모험,판타지,역사,무술,초자연적",1520번째 사람,Monkey King: Hero Is Back,Monkey King: Hero Is Back에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/4/78103.webp?s=1a6d4dbc87d058ebc41a4f9b63446f29,ACTIVE,1,499,111,2023-06-27 00:33:14.962273,,,7.08
1522,5ad8344b-e4af-4230-bd65-8aa3ecc88a8e,"코미디,판타지,일상",1521번째 사람,Namiuchigiwa no Muromi-san,Namiuchigiwa no Muromi-san에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/2/74998.webp?s=a0428281a019602176e5130f1ddf2a6b,ACTIVE,13,25564,131313,2023-06-27 00:33:14.962273,,,7.06
1523,281c6025-44a2-4f85-a2b3-bf4c4088cf42,"학교,일상,초자연적",1522번째 사람,Natsu-iro Kiseki,Natsu-iro Kiseki에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/5/53913.webp?s=a9bc304a01552f52c6eb6b15ee5cc83e,ACTIVE,12,26883,121212,2023-06-27 00:33:14.962273,,,7.06
1524,ebfde2e5-c7fb-4474-8278-bd07f9cd0abc,"액션,코미디,메카,SF",1523번째 사람,Rinne no Lagrange Season 2,Rinne no Lagrange Season 2에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/4/39321.webp?s=a2da8925e73c57ea1c2c50d927b7b548,ACTIVE,12,19427,121212,2023-06-27 00:33:14.962273,,,7.06
1525,3c1804e7-9551-4c4a-a4ea-c67a7b9976cb,"드라마,역사",1524번째 사람,Shouwa Monogatari,Shouwa Monogatari에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/1170/121597.webp?s=371b72e200da19e2f1c7c298ab9ed4ce,ACTIVE,13,3563,131313,2023-06-27 00:33:14.962273,,,7.06
1526,8f2a7138-7d2b-4e6f-b922-da78a1c3d17a,"코미디,로맨스,일상,초자연적",1525번째 사람,Sola Specials,Sola Specials에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/10/21665.webp?s=723046276883e8d4cfb2cc32be990613,ACTIVE,2,12223,222,2023-06-27 00:33:14.962273,,,7.06
